county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"NM, Otero",,,1,0,0,0,,,,,,0,0,,,0,,,,
"NM, Quay",,0,5,2,1,,,,2,,,,1,3,1,,1,1,,
"NM, Rio Arriba",,,21,1,,,2,,1,,1,2,,,,1,,,1,
"NM, Roosevelt",,0,5,1,,1,1,0,1,1,,3,3,1,,,1,,,
"NM, San Juan",,,17,34,3,4,14,1,0,6,2,5,5,1,1,,6,1,16,1
"NM, San Miguel",,0,7,,,,,,,,,1,,,,,,,,
"NM, Sandoval",,0,19,7,5,,0,,,,,4,,6,,,2,,3,
"NM, Santa Fe",,,12,3,0,0,3,,,1,,1,,,2,,,0,2,1
"NM, Sierra",,,0,0,,,2,,,,,,,,,,,,,
"NM, Socorro",,0,4,0,1,,1,,,,,0,,,,,,,1,
"NM, Taos",,,4,2,,,,,,,,,,,0,,,,3,1
"NM, Torrance",,,6,,,,1,,,,,,,,,,,1,,
"NM, Union",,0,1,,,,,,,0,,,1,,,,,,,
"NM, Valencia",,,11,2,3,,2,2,0,,0,2,2,1,2,1,1,,3,
"NV, Carson City",,,,1,0,8,,0,,,,,0,0,,,5,1,,
"NV, Churchill",,,,15,3,12,2,0,0,1,2,1,0,0,1,7,10,2,1,
"NV, Clark",,,,23,8,3,3,13,12,,11,8,9,2,1,2,3,0,43,1
"NV, Douglas",,,,1,3,18,0,1,0,0,0,,1,,1,3,7,2,,
"NV, Elko",,,,0,0,23,2,1,,,,,0,0,1,0,2,,,
"NV, Eureka",,,,0,,0,,,,,,,,,,,,,,
"NV, Humboldt",,,,0,3,14,,,,,,,,0,,,3,,,
"NV, Lander",,,,,,2,,,,,,,,,,,0,,,
"NV, Lincoln",,,,,1,,,,,,0,,,0,,0,,,,
"NV, Lyon",,,,1,7,17,1,1,,0,2,,1,,0,2,12,2,,
"NV, Mineral",,,,0,1,0,,,,0,,,,0,,,0,,,
"NV, Nye",,,1,0,3,2,2,,,,,,,0,,1,0,,,
"NV, Pershing",,,,0,0,8,1,0,0,,,,,0,0,0,0,,,
"NV, Storey",,,,0,0,,,,,,,,,,,,,,,
"NV, Washoe",,,1,3,2,17,1,0,,1,1,0,0,1,3,1,25,2,2,
"NV, White Pine",,,,0,0,0,0,,,0,,,,,,,,,,
"NY, Albany",0,0,0,0,0,0,,0,0,0,1,1,1,,,,,2,,
"NY, Allegany",,0,,,,,,,,,,,0,,,,,,,
"NY, Bronx",0,9,6,0,3,1,2,1,1,7,2,4,1,1,2,0,0,4,0,0
"NY, Broome",0,7,0,0,0,0,,,,,1,0,,,,,,2,,
"NY, Cattaraugus",0,0,1,0,,,,,,,,1,0,,0,,,1,0,
"NY, Cayuga",,0,,,,,,,,,,,1,,,,,,,
"NY, Chautauqua",,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,,
"NY, Chemung",0,0,0,0,,,,,,,,,,,,,,1,,
"NY, Chenango",,0,0,,,,,,,1,,,,,,,,0,,
"NY, Clinton",,1,0,,,0,,0,,,,,,,,,0,0,,
"NY, Columbia",,0,0,0,,0,,0,0,,,0,,,,,,,,
"NY, Cortland",,0,0,0,0,0,,,,,0,,,,,,,,,
"NY, Delaware",,0,0,0,,,,,,,,,,,,,,,,
"NY, Dutchess",0,0,1,0,0,0,0,0,0,,,3,,1,,1,1,2,,
"NY, Erie",0,9,0,0,0,0,0,0,0,0,3,12,0,0,0,0,1,2,0,1
"NY, Essex",,0,0,,,,,,,,,,0,,,,,,,
"NY, Franklin",,0,0,,,,,,,,,,,,,,,,,
"NY, Fulton",,0,0,0,,0,,,,,,,0,,,,,,,
"NY, Genesee",,0,0,0,,,,,,,,0,0,,,,,1,,
"NY, Greene",,0,1,0,,,,,0,,,1,,,,,,2,,
"NY, Hamilton",,,0,,,,,,,,,,,,,,,,,
"NY, Herkimer",0,0,1,0,,0,,,,,,,,,,,,,,
"NY, Jefferson",0,0,0,0,0,0,0,,,,,,0,,,,,,,
"NY, Kings",2,2,8,0,3,0,6,3,1,6,2,12,3,5,12,2,9,7,3,1
"NY, Lewis",,0,0,0,0,0,,,,,0,,,,,,,0,,
"NY, Livingston",,0,0,0,,0,,0,,,,0,,,,,,2,,
"NY, Madison",,0,0,,,,,,,0,0,,0,,0,,0,0,,0
"NY, Monroe",0,2,1,1,0,0,0,0,1,,,2,2,,1,1,3,6,,
"NY, Montgomery",,0,0,0,,0,,,,,,0,,,,,,0,,
"NY, Nassau",4,11,17,0,12,5,2,20,0,57,16,14,8,4,9,7,9,14,2,6
"NY, New York",3,2,3,3,1,1,1,1,0,6,2,9,0,4,1,0,4,6,0,3
"NY, Niagara",,0,0,2,0,1,0,0,1,,,,1,,,0,,1,,
"NY, Oneida",,0,0,,,,,,,,0,,0,,0,,0,,,
"NY, Onondaga",0,5,1,0,0,1,0,0,0,0,2,9,0,1,0,0,2,2,1,0
"NY, Ontario",,0,0,0,0,0,,,,,0,0,0,,,,,0,,
"NY, Orange",0,0,0,0,,0,,0,1,0,0,0,1,,0,0,0,0,,
"NY, Orleans",,1,0,0,0,0,0,0,,,,,,,,,,0,,
"NY, Oswego",,0,0,1,,0,,0,,,0,1,1,0,0,1,1,0,,0
"NY, Otsego",,0,0,0,0,0,,,,,,,0,,,,,,,
"NY, Putnam",0,0,0,0,0,0,0,0,0,,1,,,,,,,,,
"NY, Queens",2,12,11,1,5,2,7,5,1,14,5,10,2,3,17,2,8,18,4,2
"NY, Rensselaer",,0,0,0,0,,,0,0,0,0,1,0,,,,,1,,
"NY, Richmond",2,4,3,1,2,8,2,5,0,9,0,6,4,2,6,2,0,1,3,1
"NY, Rockland",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"NY, Saratoga",,1,0,,0,0,,0,,,,1,1,0,,,,2,,
"NY, Schenectady",,3,0,,,,0,,0,0,,,,,,1,,1,,
"NY, Schoharie",,,0,,,,0,,,,,,,,,,,,,
"NY, Schuyler",,,1,,0,0,,,,,,,,,,,,,,
"NY, Seneca",,0,0,,,0,,,,,,,,,,,,,,
"NY, St Lawrence",,0,0,0,,0,,,,,,,,0,,,3,,,
"NY, Steuben",,0,0,0,,,,,,,,,,,,,,0,,
"NY, Suffolk",1,8,10,0,9,2,0,9,1,24,4,14,4,1,5,5,6,11,3,5
"NY, Sullivan",,0,,,,0,,,0,,,,,,,,,,,
"NY, Tioga",,0,0,,,,,,,,0,,,,,,,1,,
"NY, Tompkins",,0,0,0,,0,0,0,,,1,0,,1,,,,0,,
"NY, Ulster",0,0,0,0,,,,,0,,,1,,,,,,2,,
"NY, Warren",,0,1,,,,,,,,,,,1,,,,,,
"NY, Washington",,0,0,,,,,,,,1,,,,,,,1,,
"NY, Wayne",,1,0,,,1,,,,,,,,,0,,,,,
"NY, Westchester",0,3,4,1,3,2,1,2,0,4,3,4,2,2,3,0,3,4,1,3
"NY, Wyoming",,0,0,0,,,,,,,,,,,,,1,,,
"NY, Yates",,1,1,,,0,,,0,,,,0,,,,,,,
"OH, Adams",,0,1,1,,,,,,,,,,,,,,0,,
"OH, Allen",,5,0,0,0,2,0,0,,1,0,7,,,0,,,,,
"OH, Ashland",,0,0,0,0,0,,,,,,1,,,0,,0,0,,
"OH, Ashtabula",,3,0,0,0,0,,,,,0,2,,,,,1,0,,
"OH, Athens",,1,0,0,0,,,,,,,,,,,1,0,0,0,
"OH, Auglaize",,4,0,,1,1,0,,,,,1,,,0,,,2,,
"OH, Belmont",,0,,,,,,,,,,,,,,,,1,,
"OH, Brown",,0,1,0,,0,,,,,,,,,1,,,0,,
"OH, Butler",0,3,4,1,0,2,1,,,,,5,1,,1,,1,0,0,
"OH, Carroll",,0,,0,,,,,,,,,,1,,,,0,,
"OH, Champaign",,1,2,,,,0,,,,,0,,,,,,0,,
"OH, Clark",0,14,3,1,6,0,,,,,,8,,,,,1,2,0,0
"OH, Clermont",0,5,2,0,1,,1,1,,,,5,,1,,2,2,1,0,
"OH, Clinton",,3,1,,,,1,,,,,,,,,,,,,
"OH, Columbiana",,0,0,,,,,,,,,1,,,,,0,1,,
"OH, Coshocton",,1,0,,,,,,,,,,,,,,0,0,,
"OH, Crawford",,0,0,0,,,,,,,,0,,,,,0,,,0
"OH, Cuyahoga",0,220,22,3,32,9,6,5,1,0,7,28,4,3,6,5,5,9,0,0
"OH, Darke",,2,3,,1,1,,,,,,1,,,0,,,0,,
"OH, Defiance",,6,2,,,0,,,,,,1,,,0,0,1,1,,
"OH, Delaware",0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,
"OH, Erie",,2,1,0,0,,,,,,,,,,,,,1,,
"OH, Fairfield",0,1,0,0,0,,0,,,,,,,,1,,0,0,,0
"OH, Fayette",0,0,,,,,1,,,,,,,,,,,,,
"OH, Franklin",0,9,4,1,2,1,0,0,0,0,0,6,2,0,7,2,1,2,0,1
"OH, Fulton",,3,1,0,,4,,,,,,,,,,,,1,0,
"OH, Gallia",,0,0,,,,,,,,,,,,,0,,,,
"OH, Geauga",,3,1,0,0,0,1,,,,,,,,,,,0,,
"OH, Greene",,0,2,0,0,2,0,0,0,0,0,0,,,0,,1,0,,
"OH, Guernsey",0,1,0,,,0,,,,,,,0,,,0,,1,,
"OH, Hamilton",0,30,4,1,5,1,4,3,0,1,0,11,0,2,1,1,4,5,0,0
"OH, Hancock",,2,2,0,1,2,2,,,,,1,1,,,0,2,0,0,
"OH, Hardin",,2,0,1,,,,,,,,,,,,,,1,,
"OH, Harrison",,,0,,,,,,,,,,,,,,,,,
"OH, Henry",0,1,0,,,1,,,,,,,,,,0,0,0,,
"OH, Highland",,0,0,,,,,,,,,,,,,,,,,
"OH, Hocking",,0,0,,,0,,0,,,,,,,,,0,0,,
"OH, Holmes",0,2,3,,,0,0,,,,,0,2,,0,,0,2,1,
"OH, Huron",,1,1,,1,,,,,,,,,,1,,1,0,,
"OH, Jackson",,1,1,,,,0,0,,,,,,,,,0,,,
"OH, Jefferson",,0,0,,,,,,,,,,,,,,,0,,
"OH, Knox",0,1,0,0,0,1,,,,,,0,1,,0,,0,0,,
"OH, Lake",0,6,1,0,0,2,0,0,0,0,1,0,1,0,0,0,1,3,0,0
"OH, Lawrence",,1,0,,,,,,,,,,,,,,0,,,
"OH, Licking",0,4,1,0,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,
"OH, Logan",,0,1,0,,1,0,,,0,,0,,,,,1,,,
"OH, Lorain",,14,6,0,1,1,0,1,0,0,1,3,1,1,1,0,0,1,0,
"OH, Lucas",0,14,3,0,4,5,2,2,1,0,5,4,5,0,5,0,2,2,1,0
"OH, Madison",,3,0,,,,,,,,,,,,,,0,,,
"OH, Mahoning",0,3,2,0,1,0,0,0,,,0,,,1,1,,0,2,0,
"OH, Marion",0,3,0,0,0,1,0,,,,,,,,0,2,0,,,
"OH, Medina",,3,0,0,0,0,0,0,,0,0,,,,0,1,0,1,0,
"OH, Meigs",,0,,,,,,,,,,0,,,,,1,0,,
"OH, Mercer",,4,1,,,0,,,,,,3,0,,0,0,0,,,
"OH, Miami",,2,0,0,,1,,,,,1,1,,,,,,0,,
"OH, Monroe",,0,,,,0,,,,,,,,,,,,0,,
"OH, Montgomery",0,9,2,0,0,0,0,1,0,1,1,14,0,,1,0,0,3,,1
"OH, Morgan",,0,1,,,,,,,,,,,,,,,0,,
"OH, Morrow",,0,0,,,,,,,,,,,,,,,0,0,
"OH, Muskingum",,0,0,,,,,,,,,1,,1,,,,,,
"OH, Noble",,0,,,,,,,,,,,,,,1,,0,,
"OH, Ottawa",0,2,0,0,0,0,,1,,,0,,,,0,,,0,,
"OH, Paulding",,1,2,,,0,0,,,,,,,,,,,1,,
"OH, Perry",,0,0,0,,,0,,,0,,,,,,,1,,,
"OH, Pickaway",,0,0,,1,,,,,,,,,,,0,0,0,0,
"OH, Pike",,0,,0,,,,,,,,0,,,,,,,,
"OH, Portage",0,1,1,0,0,1,,,,,,,0,0,0,0,1,0,0,0
"OH, Preble",,0,3,0,0,,1,,,,,1,,,,,,1,,
"OH, Putnam",,6,3,0,,0,0,,,2,1,3,,,0,0,,,,
"OH, Richland",,1,0,0,0,0,,0,,,0,1,,0,0,0,1,0,0,0
"OH, Ross",,1,,0,0,,0,,,,,1,,,,0,0,2,0,1
"OH, Sandusky",0,0,1,0,0,0,,,,,0,1,,,,1,,,,
"OH, Scioto",,0,0,1,,,,,,,,,,,,0,0,0,0,
"OH, Seneca",,1,0,0,,,1,,,,,,,,,,,0,,
"OH, Shelby",,0,1,1,0,0,,,,,,0,,,0,,,,,
"OH, Stark",0,8,3,0,1,3,1,0,,,0,1,,0,1,0,1,6,0,
"OH, Summit",0,5,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,3,0,0
"OH, Trumbull",0,2,3,0,0,,0,,,,2,1,1,,1,,0,4,1,
"OH, Tuscarawas",0,0,0,0,0,0,,1,,,,,,,0,0,1,0,,
"OH, Union",0,2,1,0,,0,,,,,,,1,,,0,,0,0,0
"OH, Van Wert",,2,0,,,,,,,,,3,,,,,1,,,
"OH, Vinton",,0,0,,,0,0,,,,,,,,,,,0,,
"OH, Warren",,3,1,0,0,,,0,,,,2,,0,0,0,0,2,0,
"OH, Washington",,0,1,0,,,,,,,,,,,,0,0,0,,
"OH, Wayne",0,4,4,1,0,0,0,,,,0,1,2,,0,0,2,2,,
"OH, Williams",,1,1,0,0,1,,,,,,,,,4,,,1,,
"OH, Wood",0,6,3,0,2,2,1,,,,,1,1,,1,,0,0,,
"OH, Wyandot",,2,1,0,,3,0,0,,,,0,1,,,,,1,,
"OK, Adair",,0,0,0,,,,,,,,,0,,,,,,,
"OK, Alfalfa",,0,,,,,,,,,,2,,,,,,,,
"OK, Atoka",,0,0,,,,1,,,,,1,,,,0,,,,
"OK, Beaver",,1,2,0,2,1,,,,,,,,0,,,,,,
"OK, Beckham",,0,1,0,,1,,,,,,,,,,0,,,,
"OK, Blaine",,0,0,,,,1,,0,,,0,,,2,,,1,,
"OK, Bryan",,0,0,,1,,,,,,,4,,,,1,1,0,,
"OK, Caddo",,1,0,,1,1,,1,,,,,,,0,,,,,0
"OK, Canadian",,3,0,,1,2,,,,,,2,3,0,2,,6,4,1,
"OK, Carter",,0,4,,,7,6,1,2,,,20,0,1,8,0,2,,,1
"OK, Cherokee",,0,1,,,,,,0,,,,1,,,,,,,
"OK, Choctaw",,0,0,1,,,1,,1,,,1,0,,0,0,,,,
"OK, Cimarron",,,2,,,,1,,,,,,,,,,,,,
"OK, Cleveland",,1,3,0,0,1,,,,,,9,5,,10,,2,1,,
"OK, Coal",,0,,,0,,,,,,,,0,,,1,,,,
"OK, Comanche",,0,2,0,1,2,8,1,1,,,1,3,,2,0,,,,1
"OK, Cotton",,0,,0,,,,,,,,,1,,1,,,,,
"OK, Craig",,0,0,,,,,,,,,,1,,,,,,,
"OK, Creek",,0,0,0,,,0,,,,,1,0,0,3,,,,1,
"OK, Custer",,0,1,,1,,,,,,,,1,1,4,,,1,,
"OK, Delaware",,0,0,1,0,,,,,1,,1,0,,,,,,,
"OK, Dewey",,0,,,,,,,,,,,,,,,,,,
"OK, Ellis",,0,1,,0,,1,,,,,1,1,2,1,,,0,,
"OK, Garfield",,0,3,1,1,,1,,0,0,0,2,5,1,2,2,2,,,
"OK, Garvin",,0,0,,0,,,,,,,2,1,,0,1,0,0,,
"OK, Grady",,0,1,0,,2,,,,,,2,,,1,,,0,,
"OK, Grant",,0,1,,2,,,,,,,1,,,,,,,1,
"OK, Greer",,0,1,,,,,,,,,,,,,,,,,
"OK, Harmon",,0,,,,,,,,,,,,,,,,,,
"OK, Harper",,0,,,,,,,,,,,3,0,,,,,,
"OK, Haskell",,0,0,1,1,,1,,,,,,,,,,,,,
"OK, Hughes",,0,0,0,,,2,,,,,2,0,,0,0,,,,
"OK, Jackson",,0,1,1,1,1,,,,,,0,1,0,2,0,,,,
"OK, Jefferson",,0,,0,0,1,0,,1,,,0,,,,,,,,
"OK, Johnston",,0,0,,,,,,,,,,0,,1,,,,,
"OK, Kay",,1,0,0,,,,,0,,,0,,0,2,,1,2,,
"OK, Kingfisher",,0,,1,1,,,,,,,2,2,,3,,,,,
"OK, Kiowa",,0,1,0,,,,,,,,,3,0,,,,,,
"OK, Latimer",,0,0,,,,,,,,,,,0,,,,,,
"OK, Le Flore",,0,2,0,0,,,1,,,,0,1,,2,,1,,,
"OK, Lincoln",,0,0,0,1,,1,,,,,0,0,0,,,,1,,
"OK, Logan",,0,0,1,1,,,1,0,,,3,1,,,,0,0,,
"OK, Love",,0,0,,0,,1,,,,,,0,1,,,,,,
"OK, Major",,0,0,,,,,,0,,,,0,1,,,1,,,
"OK, Marshall",,0,,,,1,,,,,,2,,,1,1,1,,,
"OK, Mayes",,0,1,,,,2,,,,,0,,2,1,,,,,
"OK, Mcclain",,0,1,0,0,0,2,,,,1,0,0,0,1,,0,,,
"OK, Mccurtain",,0,1,0,0,1,0,,,,,2,,,,0,,,,
"OK, Mcintosh",,0,0,0,,0,1,,,,,,,,1,,,,1,
"OK, Murray",,0,,,0,,,,,,,,,0,1,1,,,,
"OK, Muskogee",,2,0,0,1,,5,,1,,,3,2,,,0,3,,,1
"OK, Noble",,0,0,,1,,1,,,,,1,1,0,,,,,,
"OK, Nowata",,0,0,1,0,,2,,,,,,0,,,,,,,
"OK, Okfuskee",,0,0,0,,,,,,,,,,,1,1,,,,
"OK, Oklahoma",,3,5,3,6,11,8,,3,,,60,24,1,11,6,7,3,,2
"OK, Okmulgee",,1,4,1,,1,4,,,,,0,1,,1,,1,,,
"OK, Osage",,1,0,0,0,,1,,,,,1,2,,0,,1,0,,
"OK, Ottawa",,1,0,,0,1,2,,1,,,1,,,,,,,,
"OK, Pawnee",,0,0,,,,,,,,,1,1,,1,,,,,
"OK, Payne",,0,0,0,0,0,4,0,0,0,0,2,1,1,1,0,0,0,,
"OK, Pittsburg",,0,0,0,1,3,3,1,0,,,13,2,,7,6,1,,,
"OK, Pontotoc",,0,,0,,1,,,,,,1,0,1,,,,,,
"OK, Pottawatomie",,0,0,,,,0,,,,,5,1,0,2,1,4,,,
"OK, Pushmataha",,1,,0,0,,,1,,,,0,,,,1,,,,1
"OK, Roger Mills",,0,0,,,1,,,0,,,0,,,,,,1,,
"OK, Rogers",,1,2,0,0,1,1,,,,,1,1,,2,,,,,
"OK, Seminole",,0,,,,,2,,,,,2,0,,1,,,,,
"OK, Sequoyah",,0,0,0,1,,2,,,,,0,0,0,,0,,,,
"OK, Stephens",,0,0,0,1,1,,,,,,1,,,5,4,1,0,,
"OK, Texas",,0,22,3,1,,3,,,,,1,2,0,,,,2,,
"OK, Tillman",,0,,0,,,1,,,,,1,,,,,,,,
"OK, Tulsa",,3,10,7,2,5,34,1,0,0,0,33,15,4,5,5,7,2,4,
"OK, Wagoner",,0,2,0,1,1,1,,,,,0,2,,1,,,0,,
"OK, Washington",,1,0,0,,,,,,,,3,,,,2,,,,
"OK, Washita",,0,1,,0,,,,,,,,1,1,,,,,,
"OK, Woods",,0,1,,1,1,,,,,,,,,,0,,,,
"OK, Woodward",,0,2,0,,,3,1,,,,,0,1,,2,,0,,1
"OR, Baker",,,,,0,8,1,0,0,,,,0,4,0,0,0,,2,
"OR, Benton",,,,,1,0,0,,,,,,1,,,,,,,
"OR, Clackamas",,,,,,,0,,,,,,,1,0,,,1,,
"OR, Clatsop",,,,,,,0,,,,,,,,,,,,,
"OR, Columbia",,,,,,0,0,,,,,,,,,,,,,1
"OR, Coos",,,,,,,,,,,,1,,,0,,,,,
"OR, Crook",,,,0,,,,,,,,,,,,,,,,
"OR, Curry",,,,,,,0,,,,,,,,0,,,,,
"OR, Deschutes",,,,,,1,,,,,,1,,,,1,0,,1,
"OR, Douglas",,,,,,,1,1,,,,,,,,,,,,
"OR, Grant",,,,,,0,,,,,,,,,,,1,,,
"OR, Harney",,,,,0,6,0,,,,0,,2,,,,0,1,3,
"OR, Jackson",,,,0,1,,0,0,,,,0,0,0,0,,,,,0
"OR, Jefferson",,,,,,0,,,,,,,,0,,1,,,,
"OR, Josephine",,,,0,0,0,,0,,,,,,0,1,,,,,
"OR, Klamath",,,,,0,0,1,1,,,,0,0,0,0,0,0,0,,
"OR, Lake",,,,,0,0,0,,,,,,,,,,,,,
"OR, Lane",,,,0,0,0,1,,,,,1,1,,,0,,,,0
"OR, Lincoln",,,,,,0,0,,,,,,,,,,,,,
"OR, Linn",,,,0,,,0,,0,,,,1,1,,,,,,
"OR, Malheur",,,,3,4,53,13,14,9,0,0,7,11,2,0,2,5,0,3,0
"OR, Marion",,,,,1,0,1,,,,,,,,,,,,,
"OR, Morrow",,,,,,,,0,1,0,,0,0,0,0,0,0,,0,
"OR, Multnomah",,,,,,0,0,,,,,1,,,0,0,,,,
"OR, Polk",,,,,,0,,,,,,,,,,,,,,
"OR, Umatilla",,,,,0,0,0,0,1,,,,0,0,0,0,0,0,0,
"OR, Union",,,,,,1,7,,0,,,,0,0,0,0,,,0,
"OR, Wallowa",,,,,,0,1,,,,,,,,0,,,,,
"OR, Washington",,,,,,0,0,,,,,,,,0,,0,,,
"OR, Yamhill",,,,,,0,,,,,,,,,,,,,,
"PA, Adams",,1,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,
"PA, Allegheny",,22,10,0,6,0,1,0,0,0,1,0,0,1,3,0,2,5,0,0
"PA, Armstrong",,0,3,2,0,,,,0,,0,,0,,0,,0,0,,
"PA, Beaver",,1,0,0,0,0,,0,0,,0,0,0,0,1,0,0,2,0,0
"PA, Bedford",,0,1,,,0,,0,0,,0,,,1,0,,,0,,
"PA, Berks",0,0,9,1,,1,,,0,0,0,1,0,0,0,0,1,7,0,0
"PA, Blair",,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,
"PA, Bradford",0,0,0,,,,,,,,0,,,,,,,0,,
"PA, Bucks",0,0,15,1,2,0,0,1,0,0,1,2,1,3,3,2,0,9,0,2
"PA, Butler",,0,4,0,,0,1,,,,,0,,,0,,0,0,,
"PA, Cambria",,0,0,,,0,,0,,,0,0,0,0,0,0,0,2,,
"PA, Cameron",,,1,,,,,,,,0,,,,,,,,,
"PA, Carbon",,,1,0,,,,,0,0,0,0,0,0,0,,0,1,,
"PA, Centre",0,0,1,0,0,0,,0,,0,0,1,0,0,0,0,0,4,0,0
"PA, Chester",0,0,9,1,0,0,1,1,0,0,0,1,0,0,2,1,4,7,0,0
"PA, Clarion",,0,0,0,,0,,,,,0,,,,0,,,0,,
"PA, Clearfield",,0,10,,,0,2,,0,,0,0,0,0,0,,,0,0,0
"PA, Clinton",,0,2,0,0,0,,0,,0,0,0,0,0,0,0,1,1,0,
"PA, Columbia",,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,1,,
"PA, Crawford",,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,,
"PA, Cumberland",0,0,4,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0
"PA, Dauphin",0,0,4,0,,0,0,0,0,1,0,2,0,1,2,0,1,2,0,0
"PA, Delaware",0,6,6,2,3,0,0,2,0,1,0,7,2,0,2,2,0,5,0,0
"PA, Elk",,,4,0,,,,,,,0,,,,0,,,0,,
"PA, Erie",0,4,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,
"PA, Fayette",1,0,1,1,2,,,,,,0,0,0,0,0,0,0,1,0,0
"PA, Forest",,0,1,0,,,,,,,,0,,,0,0,,0,,
"PA, Franklin",0,1,6,1,4,1,1,0,0,1,0,1,0,1,0,0,0,8,2,0
"PA, Fulton",,,0,0,,0,,,0,0,0,0,,,0,,0,0,,
"PA, Greene",,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,
"PA, Huntingdon",,0,0,0,,,,0,,,0,0,,0,0,,0,1,,
"PA, Indiana",,0,0,0,0,0,,,,0,0,0,,,0,1,0,0,,
"PA, Jefferson",,1,3,,,0,,,,0,,,,,0,,0,0,,
"PA, Juniata",,0,0,0,,0,,,0,,0,2,,0,0,0,0,0,0,
"PA, Lackawanna",,1,3,,0,1,,0,,0,0,1,0,0,0,0,1,0,0,
"PA, Lancaster",0,7,39,1,2,1,1,0,0,6,0,8,0,0,1,1,0,13,0,0
"PA, Lawrence",,1,3,0,,1,,,,0,0,0,0,0,0,0,0,0,0,0
"PA, Lebanon",,2,5,1,1,0,1,0,0,0,2,2,0,0,1,1,0,6,0,0
"PA, Lehigh",0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0
"PA, Luzerne",,0,3,,0,0,,0,0,0,0,2,0,0,1,0,0,2,0,0
"PA, Lycoming",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PA, Mckean",,0,0,,,,,,,,,1,,,0,0,,0,,
"PA, Mercer",,1,5,,,0,,,,,,0,0,,,,0,0,,
"PA, Mifflin",,0,0,,,,,,,,0,1,,0,0,0,0,0,,
"PA, Monroe",,0,2,,,,0,,,0,1,1,0,0,0,,0,2,,1
"PA, Montgomery",0,2,9,0,0,0,0,2,0,4,0,7,3,1,3,2,1,13,1,2
"PA, Montour",,0,0,,0,0,,0,0,,0,0,,,0,,0,1,0,
"PA, Northampton",,0,3,0,0,0,0,0,,0,0,1,0,0,0,1,1,0,0,0
"PA, Northumberland",,0,4,0,,,1,,,0,0,0,0,0,0,0,1,1,0,
"PA, Perry",,0,1,0,,0,,0,0,,0,1,0,0,0,,0,0,0,0
"PA, Philadelphia",2,6,24,1,0,1,0,8,0,13,1,9,3,4,6,4,3,16,3,4
"PA, Pike",0,0,0,0,,0,0,,,,0,,,,,,,0,,
"PA, Potter",,0,0,,,,,,,0,0,,,,,,,,,1
"PA, Schuylkill",,0,1,,,0,,0,0,0,0,0,0,0,0,0,0,2,,0
"PA, Snyder",,0,1,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,
"PA, Somerset",,0,0,,0,0,,,,,0,,0,,0,,0,0,,
"PA, Sullivan",,0,0,,,,,0,,,0,,,,,,,,,
"PA, Susquehanna",,0,1,0,,,,,,,0,,,,,,,0,,
"PA, Tioga",,0,0,,,,,,,,0,0,,,,,,1,1,
"PA, Union",,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
"PA, Venango",,0,0,0,,0,0,,0,0,,0,,,,,,1,,
"PA, Warren",,0,0,0,,,,0,,,,,,,0,0,,,,
"PA, Washington",,0,1,0,0,0,,0,,,0,0,0,,0,0,0,1,,
"PA, Wayne",,0,0,,,,,,,,0,,,,,,,0,,
"PA, Westmoreland",,1,4,,1,0,,,,0,0,0,0,,0,0,1,1,0,1
"PA, Wyoming",,0,0,,0,0,,,0,,0,,,,,,,0,,
"PA, York",0,4,16,2,4,3,1,0,0,1,0,3,2,0,2,1,0,6,0,0
"PR, Arroyo",,,,,,,0,,,,,,,,,,,,,
"PR, Cabo Rojo",,,,,,,,0,,,,,,,,,,,,
"PR, Caguas",,,,,,,0,,,,,,,,,,,,,
"PR, Ceiba",,,,,,,0,,,,,,,,,,,,,
"PR, Fajardo",,,,0,,,,,,,,,,,,,,,,
"PR, Gurabo",,,,,,,0,0,,,,,,,,,,,,
"PR, Lares",,,,,,,,0,,,,,,,,,,,,
"PR, Mayaguez",,,,,,,0,0,,,,,,,,,,,,
"PR, Rio Grande",,,,,,,,0,,,,,,,,,,,,
"PR, San German",,,,,,,0,,,,,,,,,,,,,
"PR, San Juan",,,,,,,0,,,,,1,,,,,,,,
"RI, Bristol",0,0,0,0,,0,1,,,,,1,0,,,,0,0,,
"RI, Kent",0,0,1,,,,,,,,,,,,,,,,,
"RI, Newport",0,0,1,,0,0,,,,,0,1,,,0,,,1,0,
