county,state,stcode,ctycode,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Warren County,Kentucky,21,227,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2
Washington County,Kentucky,21,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne County,Kentucky,21,231,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Webster County,Kentucky,21,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitley County,Kentucky,21,235,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,0,0
Wolfe County,Kentucky,21,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodford County,Kentucky,21,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Acadia Parish,Louisiana,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen Parish,Louisiana,22,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascension Parish,Louisiana,22,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Assumption Parish,Louisiana,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Avoyelles Parish,Louisiana,22,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauregard Parish,Louisiana,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bienville Parish,Louisiana,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bossier Parish,Louisiana,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caddo Parish,Louisiana,22,17,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Calcasieu Parish,Louisiana,22,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
Caldwell Parish,Louisiana,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Parish,Louisiana,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catahoula Parish,Louisiana,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claiborne Parish,Louisiana,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Concordia Parish,Louisiana,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Soto Parish,Louisiana,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Baton Rouge Parish,Louisiana,22,33,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,2,1,0,0
East Carroll Parish,Louisiana,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Feliciana Parish,Louisiana,22,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evangeline Parish,Louisiana,22,39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Franklin Parish,Louisiana,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Parish,Louisiana,22,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iberia Parish,Louisiana,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iberville Parish,Louisiana,22,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jackson Parish,Louisiana,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson Parish,Louisiana,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson Davis Parish,Louisiana,22,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lafayette Parish,Louisiana,22,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lafourche Parish,Louisiana,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LaSalle Parish,Louisiana,22,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln Parish,Louisiana,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Livingston Parish,Louisiana,22,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Madison Parish,Louisiana,22,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Morehouse Parish,Louisiana,22,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natchitoches Parish,Louisiana,22,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orleans Parish,Louisiana,22,71,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2
Ouachita Parish,Louisiana,22,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
Plaquemines Parish,Louisiana,22,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pointe Coupee Parish,Louisiana,22,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rapides Parish,Louisiana,22,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red River Parish,Louisiana,22,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Richland Parish,Louisiana,22,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabine Parish,Louisiana,22,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Bernard Parish,Louisiana,22,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
St. Charles Parish,Louisiana,22,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
St. Helena Parish,Louisiana,22,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. James Parish,Louisiana,22,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. John the Baptist Parish,Louisiana,22,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
St. Landry Parish,Louisiana,22,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
St. Martin Parish,Louisiana,22,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Mary Parish,Louisiana,22,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Tammany Parish,Louisiana,22,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tangipahoa Parish,Louisiana,22,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tensas Parish,Louisiana,22,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrebonne Parish,Louisiana,22,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Union Parish,Louisiana,22,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermilion Parish,Louisiana,22,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Vernon Parish,Louisiana,22,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington Parish,Louisiana,22,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webster Parish,Louisiana,22,119,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
West Baton Rouge Parish,Louisiana,22,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Carroll Parish,Louisiana,22,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
West Feliciana Parish,Louisiana,22,125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Winn Parish,Louisiana,22,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Androscoggin County,Maine,23,1,1,2,1,6,5,10,21,36,56,38,58,80,69,94,49,92,96,68,98,40
Aroostook County,Maine,23,3,1,1,4,2,2,0,2,4,7,4,3,1,3,5,2,1,8,4,2,4
Cumberland County,Maine,23,5,14,46,30,58,70,95,165,228,276,180,275,266,351,338,257,310,319,284,354,178
Franklin County,Maine,23,7,0,2,3,2,0,5,1,4,15,19,6,6,10,10,10,3,24,13,39,18
Hancock County,Maine,23,9,6,5,7,5,6,6,14,13,34,28,43,59,99,120,120,150,204,174,192,117
Kennebec County,Maine,23,11,0,7,1,10,11,22,46,114,99,89,129,128,185,138,154,204,266,181,277,125
Knox County,Maine,23,13,1,7,11,12,16,17,21,72,69,65,103,109,95,106,118,102,145,104,232,121
Lincoln County,Maine,23,15,2,14,7,6,19,17,26,39,45,38,53,65,69,82,73,98,74,62,132,65
Oxford County,Maine,23,17,2,1,4,3,2,1,6,21,15,15,28,25,50,43,26,43,58,47,88,43
Penobscot County,Maine,23,19,6,10,3,3,6,5,7,13,8,11,11,21,39,50,51,90,128,77,111,85
Piscataquis County,Maine,23,21,1,1,0,1,0,0,0,1,2,1,6,2,0,2,1,3,8,2,4,4
Sagadahoc County,Maine,23,23,2,3,3,9,8,13,33,40,51,45,47,59,53,64,48,91,61,47,83,27
Somerset County,Maine,23,25,1,2,1,6,1,3,3,9,6,7,9,11,32,17,28,21,90,45,68,37
Waldo County,Maine,23,27,2,1,2,2,1,8,12,19,19,26,25,55,86,49,63,71,142,78,143,91
Washington County,Maine,23,29,1,2,3,0,0,0,0,3,4,8,12,7,13,14,19,20,32,15,31,33
York County,Maine,23,31,68,112,93,100,100,134,172,288,264,177,198,217,219,269,182,188,195,201,312,140
Allegany County,Maryland,24,1,1,2,2,1,3,3,7,11,9,11,8,14,33,51,80,86,86,85,70,51
Anne Arundel County,Maryland,24,3,69,66,77,74,117,164,196,185,193,114,89,112,97,116,107,176,126,90,110,70
Baltimore County,Maryland,24,5,22,20,13,23,0,0,267,238,410,195,187,171,144,199,221,190,212,176,138,52
Calvert County,Maryland,24,9,38,40,30,37,54,68,83,34,40,24,24,45,63,48,90,70,76,103,49,26
Caroline County,Maryland,24,11,20,7,6,20,20,22,24,30,33,17,10,38,20,20,14,13,21,4,12,10
Carroll County,Maryland,24,13,27,73,86,75,140,195,245,134,101,26,44,105,47,66,72,179,173,147,169,155
Cecil County,Maryland,24,15,31,35,51,60,69,63,93,103,140,113,92,86,59,67,62,68,63,65,61,35
Charles County,Maryland,24,17,23,25,17,31,20,19,44,67,83,33,36,65,51,42,21,19,23,8,12,9
Dorchester County,Maryland,24,19,1,5,3,8,5,1,3,20,6,14,14,30,12,11,7,0,13,0,4,2
Frederick County,Maryland,24,21,10,63,58,117,111,118,220,74,105,111,64,117,82,111,138,134,145,110,126,98
Garrett County,Maryland,24,23,2,0,0,0,2,0,2,1,1,0,0,0,3,1,3,10,11,14,26,16
Harford County,Maryland,24,25,59,81,86,98,89,102,160,126,105,83,94,71,103,113,177,165,160,156,140,85
Howard County,Maryland,24,27,68,39,42,94,150,113,352,356,268,237,195,139,91,157,193,133,150,107,115,89
Kent County,Maryland,24,29,7,15,15,15,6,21,41,55,34,22,20,48,34,15,19,15,12,9,20,8
Montgomery County,Maryland,24,31,69,68,49,38,216,82,476,334,81,286,243,338,87,135,279,308,210,135,134,22
Prince George's County,Maryland,24,33,39,40,37,63,66,91,102,127,33,69,3,22,7,2,47,58,130,16,22,0
Queen Anne's County,Maryland,24,35,28,43,36,34,54,53,47,96,78,49,29,57,48,33,33,46,47,30,44,25
St. Mary's County,Maryland,24,37,8,10,8,19,10,19,4,21,69,30,13,13,47,44,53,54,65,30,37,1
Somerset County,Maryland,24,39,11,8,1,7,8,9,10,10,10,2,6,9,11,6,5,7,9,5,6,4
Talbot County,Maryland,24,41,18,19,18,13,15,35,30,42,50,20,32,39,45,30,20,16,28,12,19,6
Washington County,Maryland,24,43,14,23,21,33,53,50,82,54,87,99,72,65,71,54,34,70,65,36,36,41
Wicomico County,Maryland,24,45,9,21,19,20,18,14,18,42,30,7,15,23,19,20,14,10,29,11,12,15
Worcester County,Maryland,24,47,13,22,7,8,8,5,9,13,19,13,6,9,6,1,0,0,1,4,14,7
Baltimore city,Maryland,24,510,21,13,9,3,1,0,46,45,36,42,54,32,17,30,39,39,33,29,41,13
Barnstable County,Massachussetts,25,1,135,165,183,192,226,104,214,173,246,165,183,297,271,246,160,1,15,0,1,6
Berkshire County,Massachussetts,25,3,50,69,82,84,66,49,83,162,172,132,113,90,127,84,88,4,8,0,0,1
Bristol County,Massachussetts,25,5,121,139,99,114,147,117,208,300,314,194,151,523,555,628,577,11,38,1,0,3
Dukes County,Massachussetts,25,7,34,38,60,52,91,21,51,51,45,30,31,84,71,47,59,4,9,0,1,1
Essex County,Massachussetts,25,9,152,236,188,164,259,133,305,442,394,234,215,511,527,459,306,5,22,0,0,16
Franklin County,Massachussetts,25,11,9,9,13,15,23,6,24,56,69,54,46,67,67,74,65,3,4,0,0,3
Hampden County,Massachussetts,25,13,73,143,112,85,118,86,120,190,250,161,108,172,208,167,183,4,11,0,0,1
Hampshire County,Massachussetts,25,15,31,58,39,42,68,28,63,114,147,93,75,124,143,133,108,2,13,1,0,1
Middlesex County,Massachussetts,25,17,149,261,263,246,440,286,587,851,817,514,373,787,936,1023,704,29,59,0,0,11
Nantucket County,Massachussetts,25,19,43,54,37,50,29,11,61,44,46,32,46,67,59,57,34,6,4,0,1,3
Norfolk County,Massachussetts,25,21,90,173,151,139,251,176,333,494,549,301,194,554,573,648,534,12,61,0,2,15
Plymouth County,Massachussetts,25,23,163,214,152,181,323,133,324,452,461,275,269,691,825,789,618,27,47,2,1,24
Suffolk County,Massachussetts,25,25,16,28,13,24,44,18,35,81,88,45,79,121,126,137,106,80,101,11,0,6
Worcester County,Massachussetts,25,27,98,204,138,144,233,236,341,585,555,322,177,450,578,604,540,10,13,1,1,15
Alcona County,Michigan,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3
Alger County,Michigan,26,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Allegan County,Michigan,26,5,0,1,0,2,1,1,2,2,5,2,3,2,8,4,4,10,8,4,13,9
Alpena County,Michigan,26,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2
Antrim County,Michigan,26,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0
Arenac County,Michigan,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Baraga County,Michigan,26,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,5,4
Barry County,Michigan,26,15,0,0,0,0,0,0,0,2,1,0,0,1,0,2,2,1,3,6,8,9
Bay County,Michigan,26,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,0,0
Benzie County,Michigan,26,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,0,2,6,8
Berrien County,Michigan,26,21,1,0,0,2,3,2,5,4,9,8,8,6,11,20,29,23,28,25,28,56
Branch County,Michigan,26,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Calhoun County,Michigan,26,25,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,3,2,9,14,11
Cass County,Michigan,26,27,0,0,0,0,2,0,0,1,2,0,2,1,0,2,2,4,0,10,10,9
Charlevoix County,Michigan,26,29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
Cheboygan County,Michigan,26,31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chippewa County,Michigan,26,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1,0
Clare County,Michigan,26,35,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Clinton County,Michigan,26,37,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0
Crawford County,Michigan,26,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delta County,Michigan,26,41,0,1,0,0,2,0,0,3,2,4,5,5,10,5,1,4,4,3,7,5
Dickinson County,Michigan,26,43,0,0,0,1,0,0,3,2,2,3,5,6,18,14,7,27,57,32,43,51
Eaton County,Michigan,26,45,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,0,2,1,3,0
Emmet County,Michigan,26,47,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,1,1
Genesee County,Michigan,26,49,0,2,0,0,0,1,1,2,2,0,1,1,0,0,2,1,1,1,7,8
Gladwin County,Michigan,26,51,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Gogebic County,Michigan,26,53,0,0,0,0,0,1,6,1,2,3,2,3,5,1,6,6,2,2,2,3
Grand Traverse County,Michigan,26,55,0,0,0,0,0,0,0,2,2,0,2,3,0,0,1,2,2,3,8,4
Gratiot County,Michigan,26,57,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hillsdale County,Michigan,26,59,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,1,0,1,2,0
Houghton County,Michigan,26,61,0,0,0,0,0,0,0,1,1,1,2,2,1,4,5,5,8,8,2,10
Huron County,Michigan,26,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ingham County,Michigan,26,65,1,0,0,0,2,2,0,2,2,0,1,3,5,1,1,5,13,4,6,7
Ionia County,Michigan,26,67,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,5,0,2,0
Iosco County,Michigan,26,69,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,4,5
Iron County,Michigan,26,71,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,1,3,8
Isabella County,Michigan,26,73,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,3,0
Jackson County,Michigan,26,75,0,0,0,0,2,2,0,0,1,1,0,0,0,2,0,2,2,0,2,6
Kalamazoo County,Michigan,26,77,0,0,0,1,2,2,1,1,1,4,0,2,4,2,7,15,21,38,57,69
Kalkaska County,Michigan,26,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent County,Michigan,26,81,2,1,0,4,6,3,3,4,4,4,6,3,4,9,14,8,21,10,16,24
Keweenaw County,Michigan,26,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0
Lake County,Michigan,26,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Lapeer County,Michigan,26,87,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Leelanau County,Michigan,26,89,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,2,4,6
Lenawee County,Michigan,26,91,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,2,0,0,1,2
Livingston County,Michigan,26,93,0,0,1,0,0,0,0,4,0,1,1,1,3,0,0,1,1,0,3,2
Luce County,Michigan,26,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Mackinac County,Michigan,26,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
Macomb County,Michigan,26,99,0,1,0,0,3,1,0,0,1,0,2,0,0,1,5,3,5,8,6,6
Manistee County,Michigan,26,101,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,5,6,6,7,6
Marquette County,Michigan,26,103,0,1,0,0,0,0,1,0,1,2,0,1,3,2,0,5,4,9,6,8
Mason County,Michigan,26,105,1,0,0,0,0,0,0,0,1,0,1,0,2,1,2,4,5,1,9,4
Mecosta County,Michigan,26,107,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3,1,1,2,0
Menominee County,Michigan,26,109,11,8,4,7,11,14,12,37,30,31,22,18,40,17,7,6,20,12,17,24
Midland County,Michigan,26,111,0,0,0,0,1,1,0,0,0,0,1,0,3,1,0,2,0,0,4,0
Missaukee County,Michigan,26,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Monroe County,Michigan,26,115,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1
Montcalm County,Michigan,26,117,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0
Montmorency County,Michigan,26,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Muskegon County,Michigan,26,121,0,0,0,0,2,2,0,0,2,1,1,1,1,2,4,6,5,1,7,7
Newaygo County,Michigan,26,123,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,2
Oakland County,Michigan,26,125,1,4,0,2,5,3,2,6,3,5,7,2,4,7,5,10,5,14,13,13
Oceana County,Michigan,26,127,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,1,3,7,3
Ogemaw County,Michigan,26,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ontonagon County,Michigan,26,131,0,0,0,0,0,0,1,0,0,7,3,5,6,1,2,4,3,3,1,5
Osceola County,Michigan,26,133,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Oscoda County,Michigan,26,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
Otsego County,Michigan,26,137,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Ottawa County,Michigan,26,139,0,2,1,1,3,5,1,2,6,3,4,4,3,4,8,11,11,8,23,9
Presque Isle County,Michigan,26,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roscommon County,Michigan,26,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Saginaw County,Michigan,26,145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1
St. Clair County,Michigan,26,147,0,0,0,0,0,1,1,0,0,0,1,1,0,2,2,0,2,1,0,1
St. Joseph County,Michigan,26,149,1,0,1,0,0,0,1,0,0,0,1,1,2,0,0,2,0,1,2,2
Sanilac County,Michigan,26,151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Schoolcraft County,Michigan,26,153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Shiawassee County,Michigan,26,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tuscola County,Michigan,26,157,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0
Van Buren County,Michigan,26,159,0,0,0,0,0,1,0,0,2,3,2,1,1,2,1,3,4,4,4,9
Washtenaw County,Michigan,26,161,0,4,3,2,3,3,3,8,5,5,6,4,13,4,6,17,8,9,17,17
Wayne County,Michigan,26,163,2,1,0,1,4,0,2,2,4,2,2,6,2,1,3,1,11,5,6,18
Wexford County,Michigan,26,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Aitkin County,Minnesota,27,1,13,14,9,20,13,14,20,25,22,33,18,10,21,25,22,23,29,18,32,0
Anoka County,Minnesota,27,3,46,81,55,80,63,65,101,78,116,164,163,124,192,112,128,137,173,94,102,0
Becker County,Minnesota,27,5,1,2,3,18,12,9,11,20,27,35,26,17,27,32,24,38,51,34,16,0
Beltrami County,Minnesota,27,7,4,2,1,17,20,26,15,37,33,79,61,26,33,28,33,40,54,35,40,0
Benton County,Minnesota,27,9,6,3,3,2,4,5,3,5,15,19,12,13,9,11,11,8,12,7,11,0
Big Stone County,Minnesota,27,11,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0
Blue Earth County,Minnesota,27,13,1,3,0,6,4,6,4,0,7,3,3,1,7,4,7,1,11,5,5,0
Brown County,Minnesota,27,15,2,3,1,1,2,0,2,3,1,1,0,2,2,1,3,2,4,0,0,0
Carlton County,Minnesota,27,17,5,8,8,24,9,13,34,54,41,56,39,34,38,31,32,47,44,33,20,0
Carver County,Minnesota,27,19,1,5,7,7,5,5,11,9,16,13,14,10,30,9,20,19,16,12,10,0
Cass County,Minnesota,27,21,17,44,12,34,27,35,40,39,63,67,76,58,66,33,73,82,86,53,51,0
Chippewa County,Minnesota,27,23,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,1,0
Chisago County,Minnesota,27,25,15,26,15,14,15,14,21,25,27,36,51,27,51,23,31,35,31,25,24,0
Clay County,Minnesota,27,27,0,0,1,3,2,0,3,6,3,14,7,2,12,5,13,7,9,8,5,0
Clearwater County,Minnesota,27,29,1,0,1,5,4,9,2,5,4,11,7,1,5,10,12,16,5,8,8,0
Cook County,Minnesota,27,31,2,0,1,1,0,1,0,0,2,0,1,1,1,3,2,1,1,1,2,0
Cottonwood County,Minnesota,27,33,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0
Crow Wing County,Minnesota,27,35,60,149,47,115,75,86,111,86,94,70,147,102,128,75,108,153,150,84,98,0
Dakota County,Minnesota,27,37,19,48,26,57,57,58,75,49,76,98,91,87,154,87,111,103,136,73,95,0
Dodge County,Minnesota,27,39,2,0,0,1,1,1,2,3,2,4,4,1,3,1,0,1,3,1,0,0
Douglas County,Minnesota,27,41,0,1,0,3,3,0,2,2,2,8,6,9,7,8,12,11,11,2,9,0
Faribault County,Minnesota,27,43,1,0,0,0,2,0,0,0,1,1,3,0,2,1,0,1,0,0,0,0
Fillmore County,Minnesota,27,45,2,2,2,6,3,8,5,4,9,8,11,5,11,8,10,12,16,10,10,0
Freeborn County,Minnesota,27,47,0,0,3,0,3,2,1,3,1,2,4,1,1,1,2,3,4,0,1,0
Goodhue County,Minnesota,27,49,2,7,5,1,13,7,10,12,12,8,24,23,34,13,35,30,26,19,23,0
Grant County,Minnesota,27,51,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0
Hennepin County,Minnesota,27,53,70,114,66,151,116,127,195,194,195,253,221,155,276,176,205,252,292,187,203,0
Houston County,Minnesota,27,55,13,16,15,32,26,22,17,16,26,15,13,26,24,7,27,25,9,11,19,0
Hubbard County,Minnesota,27,57,1,6,4,19,18,22,16,21,31,50,55,24,29,29,17,47,50,41,29,0
Isanti County,Minnesota,27,59,5,7,5,8,12,5,15,14,25,30,23,15,26,18,28,29,27,14,22,0
Itasca County,Minnesota,27,61,3,3,4,31,22,25,24,57,48,72,45,47,64,42,55,65,52,62,51,0
Jackson County,Minnesota,27,63,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Kanabec County,Minnesota,27,65,6,11,4,7,9,6,12,8,12,15,9,11,21,13,17,17,13,13,6,0
Kandiyohi County,Minnesota,27,67,2,2,0,2,3,1,5,3,7,3,10,6,10,2,3,16,18,9,5,0
Kittson County,Minnesota,27,69,1,0,0,0,0,0,0,1,1,1,2,1,0,0,0,3,2,0,4,0
Koochiching County,Minnesota,27,71,0,0,0,0,1,0,0,4,0,0,0,0,0,4,5,0,1,4,1,0
Lac qui Parle County,Minnesota,27,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Lake County,Minnesota,27,75,0,4,1,2,2,1,1,4,2,5,3,10,4,6,3,5,10,14,6,0
